Date,Open,High,Low,Close,Adj Close,Volume
22-05-1996,5.997777,6.111111,5.997777,6.028888,3.589158,20898000
23-05-1996,6.066666,6.098888,5.95,5.98,3.560053,20889000
24-05-1996,6.022222,6.108888,6,6.062222,3.609001,21708000
27-05-1996,6.022222,6.041111,5.888888,5.904444,3.515072,22122000
28-05-1996,5.822222,5.951111,5.778888,5.888888,3.505811,26806500
29-05-1996,6.022222,6.233333,6.005555,6.152222,3.662581,19197000
30-05-1996,6.152222,6.216666,6.054444,6.075555,3.616939,16020000
31-05-1996,6.075555,6.111111,6.055555,6.092222,3.626862,6705000
03-06-1996,6.111111,6.31,6.111111,6.284444,3.741295,19215000
04-06-1996,6.311111,6.365555,6.133333,6.172222,3.674488,16807500
05-06-1996,6.188888,6.198888,6.088888,6.17,3.673166,11344500
06-06-1996,6.277777,6.411111,6.266666,6.357777,3.784954,29074500
07-06-1996,6.312222,6.544444,6.312222,6.523333,3.883514,73305000
10-06-1996,6.572222,6.572222,6.456666,6.513333,3.87756,34047000
11-06-1996,6.461111,6.75,6.461111,6.654444,3.961567,60835500
12-06-1996,6.766666,6.908888,6.755555,6.836666,4.07005,59859000
13-06-1996,6.816666,6.983333,6.816666,6.962222,4.144796,95800500
14-06-1996,6.987777,7.294444,6.987777,7.266666,4.326039,179604000
17-06-1996,7.216666,7.266666,6.866666,6.915555,4.117013,179815500
18-06-1996,6.844444,7,6.296666,6.801111,4.048882,246838500
19-06-1996,6.644444,6.666666,6.404444,6.454444,3.842502,159619500
20-06-1996,6.368888,6.761111,6.368888,6.688888,3.982073,157018500
21-06-1996,6.622222,6.922222,6.622222,6.82,4.060127,279954000
24-06-1996,6.888888,7.2,6.888888,7.153333,4.258569,326632500
25-06-1996,7.222222,7.333333,7.028888,7.098888,4.226156,424192500
26-06-1996,7.088888,7.122222,6.938888,6.973333,4.15141,202864500
27-06-1996,6.933333,7.066666,6.866666,7.026666,4.183162,227979000
28-06-1996,7.066666,7.105555,6.942222,6.97,4.149426,131152500
01-07-1996,6.913333,6.944444,6.757777,6.804444,4.050866,181584000
02-07-1996,6.8,6.861111,6.674444,6.717777,3.99927,190984500
03-07-1996,6.733333,6.733333,6.555555,6.643333,3.954952,213259500
04-07-1996,6.588888,6.732222,6.491111,6.627777,3.945691,204102000
05-07-1996,6.705555,6.877777,6.678888,6.813333,4.056159,301122000
08-07-1996,6.887777,7.222222,6.766666,6.811111,4.08817,129073500
09-07-1996,6.76,6.808888,6.446666,6.695555,4.01881,126684000
10-07-1996,6.888888,6.911111,6.735555,6.863333,4.119515,190098000
11-07-1996,6.884444,7.066666,6.884444,6.997777,4.200211,267327000
12-07-1996,6.977777,7.055555,6.933333,6.97,4.183539,194985000
15-07-1996,6.935555,7,6.878888,6.973333,4.185539,162396000
16-07-1996,7,7.02,6.855555,6.892222,4.136855,131220000
17-07-1996,6.938888,7.022222,6.901111,6.966666,4.181538,144319500
18-07-1996,6.994444,7.122222,6.975555,7.037777,4.224219,183604500
19-07-1996,7.065555,7.1,6.944444,6.984444,4.192208,85104000
22-07-1996,6.91,7.108888,6.824444,6.967777,4.182203,110304000
23-07-1996,7.016666,7.055555,6.911111,6.942222,4.166866,127287000
24-07-1996,6.927777,6.966666,6.73,6.852222,4.112846,208746000
25-07-1996,6.833333,6.91,6.822222,6.838888,4.104842,81180000
26-07-1996,6.875555,6.878888,6.717777,6.773333,4.065495,144027000
29-07-1996,6.788888,6.827777,6.508888,6.537777,3.92411,254844000
30-07-1996,6.491111,6.491111,6.207777,6.327777,3.798063,371394000
31-07-1996,6.377777,6.788888,6.272222,6.72,4.033484,507483000
01-08-1996,6.838888,7.016666,6.733333,6.775555,4.066829,509188500
02-08-1996,6.755555,6.855555,6.602222,6.763333,4.059492,444348000
05-08-1996,6.833333,6.933333,6.802222,6.832222,4.100843,304956000
06-08-1996,6.833333,7,6.636666,6.802222,4.082835,377064000
07-08-1996,6.755555,6.812222,6.714444,6.785555,4.072831,91381500
08-08-1996,6.817777,6.817777,6.623333,6.653333,3.993469,93406500
09-08-1996,6.644444,6.731111,6.583333,6.705555,4.024813,126238500
12-08-1996,6.748888,6.84,6.716666,6.776666,4.067495,141907500
13-08-1996,6.756666,6.911111,6.75,6.855555,4.114847,129604500
14-08-1996,6.792222,6.805555,6.722222,6.751111,4.052157,75834000
15-08-1996,6.751111,6.751111,6.751111,6.751111,4.052157,0
16-08-1996,6.738888,6.785555,6.631111,6.665555,4.000805,118971000
19-08-1996,6.6,6.6,6.278888,6.307777,3.786058,209794500
20-08-1996,6.277777,6.438888,6.272222,6.345555,3.808733,139149000
21-08-1996,6.4,6.455555,6.361111,6.424444,3.856085,86971500
22-08-1996,6.456666,6.488888,6.305555,6.325555,3.796729,87988500
23-08-1996,6.291111,6.415555,6.272222,6.388888,3.834744,70429500
26-08-1996,6.421111,6.421111,6.242222,6.258888,3.756715,99459000
27-08-1996,6.25,6.411111,6.162222,6.322222,3.794729,200808000
28-08-1996,6.377777,6.438888,6.311111,6.387777,3.834077,71779500
29-08-1996,6.4,6.505555,6.373333,6.412222,3.848748,111357000
30-08-1996,6.411111,6.453333,6.374444,6.44,3.865423,60952500
02-09-1996,6.477777,6.661111,6.45,6.594444,3.958121,143572500
03-09-1996,6.665555,6.707777,6.511111,6.616666,3.97146,179784000
04-09-1996,6.511111,6.577777,6.473333,6.558888,3.936781,79492500
05-09-1996,6.594444,6.648888,6.555555,6.634444,3.982131,69291000
06-09-1996,6.642222,6.722222,6.582222,6.673333,4.005473,142956000
09-09-1996,6.671111,6.671111,6.567777,6.583333,3.951453,116122500
10-09-1996,6.577777,6.588888,6.5,6.562222,3.938781,112117500
11-09-1996,6.55,6.577777,6.366666,6.382222,3.830742,128731500
12-09-1996,6.397777,6.413333,6.312222,6.386666,3.83341,120370500
13-09-1996,6.422222,6.444444,6.334444,6.35,3.811402,83268000
16-09-1996,6.333333,6.338888,6.206666,6.236666,3.743376,148135500
17-09-1996,6.224444,6.593333,6.222222,6.425555,3.856753,101574000
18-09-1996,6.488888,6.752222,6.372222,6.682222,4.010808,157909500
19-09-1996,6.666666,6.72,6.478888,6.507777,3.906103,196929000
20-09-1996,6.511111,6.607777,6.49,6.538888,3.924776,96763500
23-09-1996,6.511111,6.555555,6.478888,6.526666,3.91744,77872500
24-09-1996,6.554444,6.744444,6.553333,6.682222,4.010808,247869000
25-09-1996,6.71,6.786666,6.626666,6.653333,3.993469,155137500
26-09-1996,6.666666,6.666666,6.544444,6.598888,3.96079,113598000
27-09-1996,6.6,6.681111,6.523333,6.608888,3.966792,187092000
30-09-1996,6.622222,6.753333,6.6,6.732222,4.040819,164398500
01-10-1996,6.754444,7.188888,6.712222,6.805555,4.084835,240903000
02-10-1996,6.805555,6.805555,6.805555,6.805555,4.084835,0
03-10-1996,6.8,6.966666,6.777777,6.937777,4.164198,303381000
04-10-1996,6.955555,7.01,6.766666,6.855555,4.114847,334696500
07-10-1996,6.834444,6.844444,6.56,6.736666,4.043486,346864500
08-10-1996,6.712222,7.133333,6.656666,7.036666,4.223553,441364500
09-10-1996,6.911111,6.988888,6.833333,6.903333,4.143524,195336000
10-10-1996,6.907777,7.2,6.891111,7.17,4.303583,325944000
11-10-1996,7.22,7.315555,7.166666,7.211111,4.328259,342256500
14-10-1996,7.173333,7.173333,7.022222,7.09,4.255564,193725000
15-10-1996,7.064444,7.263333,6.78,7.077777,4.248229,381001500
16-10-1996,6.917777,7.311111,6.862222,6.905555,4.144856,262372500
17-10-1996,6.878888,6.878888,6.646666,6.767777,4.06216,347332500
18-10-1996,6.788888,6.821111,6.7,6.726666,4.037486,193662000
21-10-1996,6.726666,6.726666,6.726666,6.726666,4.037486,0
22-10-1996,6.755555,6.933333,6.734444,6.825555,4.096841,220347000
23-10-1996,6.977777,7.153333,6.977777,7.106666,4.265569,156865500
24-10-1996,7.155555,7.176666,6.873333,6.922222,4.154861,152622000
25-10-1996,6.892222,6.997777,6.878888,6.971111,4.184205,83529000
28-10-1996,7.033333,7.133333,7.011111,7.044444,4.228222,128443500
29-10-1996,7.044444,7.311111,7.016666,7.182222,4.310918,214974000
30-10-1996,7.182222,7.182222,7.182222,7.182222,4.310918,0
31-10-1996,6.834444,6.834444,6.466666,6.691111,4.016145,385960500
01-11-1996,6.651111,6.811111,6.613333,6.676666,4.007473,358177500
04-11-1996,6.605555,6.605555,6.411111,6.461111,3.878093,290061000
05-11-1996,6.423333,6.518888,6.008888,6.105555,3.664681,452736000
06-11-1996,5.888888,5.894444,5.678888,5.678888,3.408587,219811500
07-11-1996,5.341111,5.566666,5.29,5.515555,3.310551,437089500
08-11-1996,5.57,5.727777,5.545555,5.701111,3.421925,291564000
11-11-1996,5.622222,6.02,5.556666,5.746666,3.449269,288495000
12-11-1996,5.746666,5.746666,5.746666,5.746666,3.449269,0
13-11-1996,5.753333,6.022222,5.692222,5.976666,3.587319,355684500
14-11-1996,5.965555,6.018888,5.801111,5.835555,3.502621,359842500
15-11-1996,5.833333,5.922222,5.744444,5.892222,3.536633,280755000
18-11-1996,5.911111,6.305555,5.81,6.293333,3.77739,583254000
19-11-1996,6.3,6.666666,6.204444,6.352222,3.812736,574497000
20-11-1996,6.27,6.31,6.014444,6.038888,3.624665,459504000
21-11-1996,6.067777,6.196666,6.018888,6.105555,3.664681,475204500
22-11-1996,6.087777,6.151111,6.055555,6.091111,3.656011,313681500
25-11-1996,6.072222,6.222222,5.827777,6.087777,3.65401,411858000
26-11-1996,6.222222,6.511111,6.111111,6.358888,3.816737,556713000
27-11-1996,6.114444,6.131111,5.958888,6.057777,3.636003,239976000
28-11-1996,6.071111,6.157777,6.066666,6.106666,3.665348,165361500
29-11-1996,6.111111,6.187777,6.1,6.112222,3.668683,115047000
02-12-1996,6.122222,6.288888,6.111111,6.185555,3.712698,166797000
03-12-1996,6.177777,6.226666,5.911111,6.035555,3.622665,264496500
04-12-1996,5.83,5.866666,5.657777,5.835555,3.502621,214218000
05-12-1996,5.801111,6,5.756666,5.956666,3.575315,217219500
06-12-1996,6,6.12,5.798888,6.054444,3.634003,236835000
09-12-1996,6.1,6.197777,6.063333,6.121111,3.674017,201159000
10-12-1996,6.108888,6.444444,6,6.085555,3.652677,255582000
11-12-1996,6.131111,6.375555,6.045555,6.343333,3.8074,231367500
12-12-1996,6.374444,6.416666,6.253333,6.274444,3.766052,249822000
13-12-1996,6.254444,6.254444,6.138888,6.208888,3.726703,274554000
16-12-1996,6.193333,6.333333,6.181111,6.313333,3.789393,219213000
17-12-1996,6.321111,6.443333,6.1,6.285555,3.77272,228690000
18-12-1996,6.177777,6.39,6.177777,6.325555,3.796729,238410000
19-12-1996,6.314444,6.361111,6.262222,6.336666,3.803398,120307500
20-12-1996,6.375555,6.613333,6.365555,6.577777,3.948118,323748000
23-12-1996,6.622222,6.766666,6.585555,6.737777,4.044155,314752500
24-12-1996,6.761111,7.2,6.712222,6.893333,4.137522,346612500
25-12-1996,6.893333,6.893333,6.893333,6.893333,4.137522,0
26-12-1996,6.955555,7.376666,6.954444,7.373333,4.425627,266548500
27-12-1996,7.373333,7.373333,7.373333,7.373333,4.425627,0
30-12-1996,7.373333,7.373333,7.373333,7.373333,4.425627,0
31-12-1996,7.577777,7.662222,7.288888,7.402222,4.442967,420943500
01-01-1997,7.488888,7.722222,7.488888,7.654444,4.594356,199728000
02-01-1997,7.677777,7.7,7.502222,7.538888,4.524997,228190500
03-01-1997,7.511111,7.554444,7.415555,7.514444,4.510326,189981000
06-01-1997,7.466666,7.511111,7.186666,7.235555,4.34293,230337000
07-01-1997,7.2,7.274444,6.977777,7.127777,4.27824,270684000
08-01-1997,7.288888,7.436666,7.134444,7.182222,4.310918,251383500
09-01-1997,7.155555,7.308888,7.134444,7.258888,4.356935,252481500
10-01-1997,7.378888,7.754444,7.362222,7.685555,4.61303,623070000
13-01-1997,7.744444,8.083333,7.633333,7.986666,4.793764,517153500
14-01-1997,8.111111,8.546666,8.111111,8.51,5.10788,658503000
15-01-1997,8.644444,9.106666,8.644444,9.106666,5.466009,310860000
16-01-1997,9.355555,9.744444,8.47,8.688888,5.215251,582808500
17-01-1997,8.333333,8.976666,8.222222,8.781111,5.270605,653031000
20-01-1997,8.977777,9.126666,8.716666,8.805555,5.285276,618597000
21-01-1997,8.733333,9.016666,8.491111,8.655555,5.195244,526873500
22-01-1997,8.955555,9.173333,8.888888,8.994444,5.398653,430974000
23-01-1997,8.994444,8.994444,8.994444,8.994444,5.398653,0
24-01-1997,8.931111,8.997777,8.577777,8.682222,5.21125,462991500
27-01-1997,8.688888,9,8.606666,8.835555,5.303284,498951000
28-01-1997,8.954444,8.988888,8.733333,8.867777,5.322624,354667500
29-01-1997,9.333333,9.488888,8.99,9.16,5.498022,472545000
30-01-1997,9.077777,9.133333,8.823333,8.954444,5.374643,349051500
31-01-1997,8.8,8.844444,8.557777,8.624444,5.176569,362205000
03-02-1997,8.422222,8.573333,8.288888,8.342222,5.007176,306904500
04-02-1997,8.354444,8.593333,8.333333,8.514444,5.110546,281259000
05-02-1997,8.698888,8.776666,8.457777,8.502222,5.10321,246564000
06-02-1997,8.477777,8.587777,8.3,8.496666,5.099875,363424500
07-02-1997,8.511111,8.91,8.411111,8.852222,5.313289,445225500
10-02-1997,8.953333,9.087777,8.724444,8.923333,5.355968,554422500
11-02-1997,8.882222,9.11,8.834444,9.032222,5.421327,355293000
12-02-1997,9,9.477777,8.977777,9.355555,5.615398,660496500
13-02-1997,9.277777,9.422222,9.267777,9.36,5.618066,365836500
14-02-1997,9.356666,9.442222,9.332222,9.38,5.630072,294583500
17-02-1997,9.555555,9.598888,9.306666,9.386666,5.634072,398740500
18-02-1997,9.411111,9.411111,9.044444,9.1,5.462011,518652000
19-02-1997,9.177777,9.33,9.097777,9.307777,5.58672,465813000
20-02-1997,9.244444,9.322222,9.184444,9.252222,5.553376,275224500
21-02-1997,9.2,9.233333,9.09,9.138888,5.485352,269014500
24-02-1997,9.088888,9.108888,8.694444,8.773333,5.265935,436711500
25-02-1997,8.748888,8.9,8.488888,8.623333,5.175903,397480500
26-02-1997,8.577777,8.662222,8.385555,8.598888,5.161231,438646500
27-02-1997,8.688888,8.8,8.578888,8.768888,5.263269,331038000
28-02-1997,9.511111,9.671111,9.248888,9.472222,5.685425,144148500
03-03-1997,9.824444,9.933333,9.605555,9.647777,5.790796,337882500
04-03-1997,9.647777,10.215555,9.557777,10.07,6.044224,569682000
05-03-1997,10.4,10.511111,9.923333,10.108888,6.067564,517167000
06-03-1997,9.977777,10.087777,9.891111,10.003333,6.004209,329967000
07-03-1997,10.003333,10.003333,10.003333,10.003333,6.004209,0
10-03-1997,9.831111,9.866666,9.511111,9.563333,5.740111,357646500
11-03-1997,9.488888,9.746666,9.155555,9.33,5.600059,440041500
12-03-1997,9.601111,9.773333,9.502222,9.67,5.804135,451084500
13-03-1997,9.723333,9.723333,9.413333,9.445555,5.669418,306225000
14-03-1997,9.377777,9.666666,9.322222,9.594444,5.758784,424129500
17-03-1997,9.6,9.643333,9.49,9.528888,5.719435,276655500
18-03-1997,9.5,9.614444,9.294444,9.376666,5.628069,310761000
19-03-1997,9.555555,9.577777,9.066666,9.148888,5.491353,285975000
20-03-1997,9.094444,9.282222,9.008888,9.173333,5.506025,412114500
21-03-1997,9.244444,9.487777,9.228888,9.421111,5.654747,430803000
24-03-1997,9.421111,9.421111,9.421111,9.421111,5.654747,0
25-03-1997,9.506666,9.528888,9.28,9.337777,5.604728,299259000
26-03-1997,9.418888,9.442222,9.141111,9.18,5.510027,263079000
27-03-1997,9.133333,9.264444,9.077777,9.235555,5.543372,240205500
28-03-1997,9.235555,9.235555,9.235555,9.235555,5.543372,0
31-03-1997,8.59,8.59,8.312222,8.312222,4.989169,2344500
01-04-1997,7.488888,8.222222,7.481111,8.117777,4.872458,341541000
02-04-1997,8.294444,8.4,8.17,8.318888,4.99317,233689500
03-04-1997,8.35,8.472222,8.278888,8.438888,5.065196,239539500
04-04-1997,8.333333,8.361111,8.282222,8.328888,4.999172,144292500
07-04-1997,8.244444,8.275555,7.888888,8.036666,4.823773,201717000
08-04-1997,8.036666,8.036666,8.036666,8.036666,4.823773,0
09-04-1997,8.335555,8.6,8.335555,8.597777,5.160564,262431000
10-04-1997,8.531111,8.596666,8.178888,8.458888,5.0772,604341000
11-04-1997,8.325555,8.777777,8.266666,8.742222,5.247263,611014500
14-04-1997,8.742222,8.742222,8.742222,8.742222,5.247263,0
15-04-1997,8.888888,9.222222,8.888888,9.157777,5.496687,538470000
16-04-1997,9.157777,9.157777,9.157777,9.157777,5.496687,0
17-04-1997,9.195555,9.266666,9.088888,9.242222,5.547373,291825000
18-04-1997,9.242222,9.242222,9.242222,9.242222,5.547373,0
21-04-1997,9.355555,9.494444,9.277777,9.418888,5.653412,293818500
22-04-1997,9.456666,9.471111,9.133333,9.217777,5.532701,290317500
23-04-1997,9.244444,9.355555,9.235555,9.27,5.564047,126499500
24-04-1997,9.222222,9.325555,9.101111,9.135555,5.483351,193167000
25-04-1997,9.111111,9.287777,9.088888,9.25,5.552042,261198000
28-04-1997,9.205555,9.254444,9.157777,9.175555,5.507358,175171500
29-04-1997,9.144444,9.236666,9.022222,9.066666,5.442002,268690500
30-04-1997,9.377777,9.422222,9.24,9.255555,5.555376,187362000
01-05-1997,9.255555,9.255555,9.255555,9.255555,5.555376,0
02-05-1997,9.155555,9.22,9.077777,9.103333,5.46401,169294500
05-05-1997,8.997777,9.072222,8.867777,8.908888,5.347299,260712000
06-05-1997,8.916666,9.143333,8.896666,9.084444,5.452673,305685000
07-05-1997,9.155555,9.166666,9.053333,9.071111,5.444669,204444000
08-05-1997,9.077777,9.115555,9.028888,9.092222,5.45734,122404500
09-05-1997,9.094444,9.111111,8.993333,9.036666,5.423995,206901000
12-05-1997,9.022222,9.053333,8.856666,8.881111,5.330626,177570000
13-05-1997,8.888888,8.988888,8.783333,8.875555,5.327292,248422500
14-05-1997,8.888888,9.112222,8.777777,9.037777,5.424663,292558500
15-05-1997,9.066666,9.51,9.023333,9.42,5.654079,645385500
16-05-1997,9.416666,9.777777,9.4,9.746666,5.850151,631872000
19-05-1997,9.978888,10.133333,9.833333,9.991111,5.996873,638262000
20-05-1997,10.04,10.108888,9.711111,9.932222,5.961525,580360500
21-05-1997,9.575555,9.575555,9.257777,9.304444,5.584722,482571000
22-05-1997,9.357777,9.474444,9.308888,9.393333,5.638074,407785500
23-05-1997,9.4,9.511111,9.336666,9.43,5.660083,324022500
26-05-1997,9.422222,9.532222,9.411111,9.484444,5.69276,210564000
27-05-1997,9.523333,9.777777,9.488888,9.598888,5.761451,382392000
28-05-1997,9.644444,9.644444,9.456666,9.478888,5.689425,208881000
29-05-1997,9.453333,9.583333,9.445555,9.562222,5.739443,193135500
30-05-1997,9.587777,9.905555,9.54,9.87,5.924178,398686500
02-06-1997,9.931111,10.561111,9.931111,10.526666,6.318324,562473000
03-06-1997,10.741111,11.11,10.661111,10.745555,6.449705,643725000
04-06-1997,10.672222,10.775555,10.513333,10.621111,6.37501,377059500
05-06-1997,10.666666,10.832222,10.624444,10.757777,6.45704,303691500
06-06-1997,10.811111,10.911111,10.688888,10.734444,6.443037,315967500
09-06-1997,10.822222,10.883333,10.733333,10.786666,6.474382,269311500
10-06-1997,10.804444,10.886666,10.744444,10.813333,6.490389,250173000
11-06-1997,10.831111,11.166666,10.778888,11.025555,6.617767,403218000
12-06-1997,11.022222,11.543333,10.982222,11.433333,6.862525,458815500
13-06-1997,11.615555,12.066666,11.615555,11.87,7.124621,619974000
16-06-1997,11.577777,11.597777,11.04,11.04,6.626438,403645500
17-06-1997,10.654444,11.086666,10.267777,10.875555,6.527735,576063000
18-06-1997,11.34,11.466666,10.985555,11.154444,6.695127,385906500
19-06-1997,11.055555,11.355555,11.004444,11.281111,6.771157,286357500
20-06-1997,11.333333,11.553333,11.15,11.221111,6.735142,271926000
23-06-1997,11.2,11.222222,10.935555,11.032222,6.621767,253647000
24-06-1997,11.055555,11.222222,10.288888,11.042222,6.627772,256018500
25-06-1997,11.111111,11.193333,10.89,10.952222,6.57375,185202000
26-06-1997,11.022222,11.644444,10.98,11.377777,6.829177,529420500
27-06-1997,11.466666,11.814444,11.446666,11.752222,7.053928,458518500
30-06-1997,11.775555,12.311111,11.664444,12.233333,7.3427,525321000
01-07-1997,12.535555,12.575555,11.933333,12.097777,7.261339,474372000
02-07-1997,12.733333,12.733333,12.49,12.527777,7.519433,233527500
03-07-1997,12.444444,12.605555,12.4,12.504444,7.505427,228654000
